
step 0: train loss 10.9873, val loss 10.9915
/home/yxdong/anaconda3/envs/dyx-py38/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:131: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
iter 10270: loss 7.4728, time 656.10ms, mfu 4.25%
iter 10280: loss 7.7729, time 658.38ms, mfu 4.25%
iter 10290: loss 7.1850, time 656.30ms, mfu 4.25%
iter 10300: loss 7.4624, time 657.63ms, mfu 4.26%
iter 10310: loss 7.3698, time 658.76ms, mfu 4.26%
iter 10320: loss 8.2187, time 657.82ms, mfu 4.26%
iter 10330: loss 8.3140, time 655.98ms, mfu 4.26%
iter 10340: loss 7.9336, time 656.88ms, mfu 4.26%
iter 10350: loss 7.4000, time 656.11ms, mfu 4.26%
iter 10360: loss 7.6433, time 657.52ms, mfu 4.26%
iter 10370: loss 7.0089, time 656.07ms, mfu 4.26%
iter 10380: loss 7.5381, time 656.77ms, mfu 4.26%
iter 10390: loss 7.7606, time 656.47ms, mfu 4.27%
iter 10400: loss 7.5936, time 658.15ms, mfu 4.26%
iter 10410: loss 7.3522, time 657.23ms, mfu 4.27%
iter 10420: loss 7.8511, time 659.56ms, mfu 4.26%
iter 10430: loss 7.5069, time 658.13ms, mfu 4.26%
iter 10440: loss 7.5408, time 656.06ms, mfu 4.27%
iter 10450: loss 7.8138, time 656.79ms, mfu 4.27%
iter 10460: loss 7.9390, time 658.74ms, mfu 4.27%
iter 10470: loss 7.9859, time 658.86ms, mfu 4.26%
iter 10480: loss 7.7080, time 659.19ms, mfu 4.26%
iter 10490: loss 7.6267, time 658.59ms, mfu 4.26%
step 10500: train loss 7.6131, val loss 7.5782
saving checkpoint to out
iter 10500: loss 7.5046, time 17437.51ms, mfu 3.85%
iter 10510: loss 7.4391, time 651.87ms, mfu 3.90%
iter 10520: loss 7.1165, time 655.81ms, mfu 3.94%
iter 10530: loss 7.3135, time 655.91ms, mfu 3.97%
iter 10540: loss 6.9053, time 654.59ms, mfu 4.00%
iter 10550: loss 7.9131, time 654.79ms, mfu 4.03%
iter 10560: loss 7.5740, time 655.29ms, mfu 4.06%
iter 10570: loss 7.4166, time 655.63ms, mfu 4.08%
iter 10580: loss 7.5256, time 657.72ms, mfu 4.10%
iter 10590: loss 7.4620, time 657.92ms, mfu 4.11%
iter 10600: loss 7.8515, time 657.71ms, mfu 4.13%
iter 10610: loss 7.7270, time 655.94ms, mfu 4.14%
iter 10620: loss 7.5127, time 655.64ms, mfu 4.16%
iter 10630: loss 7.7623, time 658.01ms, mfu 4.17%
iter 10640: loss 7.4297, time 657.18ms, mfu 4.18%
iter 10650: loss 7.5334, time 657.28ms, mfu 4.19%
iter 10660: loss 7.2123, time 654.86ms, mfu 4.20%
iter 10670: loss 7.7264, time 656.58ms, mfu 4.20%
iter 10680: loss 8.0482, time 656.49ms, mfu 4.21%
iter 10690: loss 7.7714, time 656.66ms, mfu 4.22%
iter 10700: loss 7.5985, time 658.25ms, mfu 4.22%
iter 10710: loss 7.7951, time 655.93ms, mfu 4.23%
iter 10720: loss 7.5870, time 658.25ms, mfu 4.23%
iter 10730: loss 7.5053, time 656.71ms, mfu 4.23%
iter 10740: loss 6.9739, time 658.19ms, mfu 4.24%
iter 10750: loss 7.1255, time 655.25ms, mfu 4.24%
iter 10760: loss 7.8024, time 656.90ms, mfu 4.24%
iter 10770: loss 7.4783, time 656.62ms, mfu 4.25%
iter 10780: loss 7.2056, time 658.18ms, mfu 4.25%
iter 10790: loss 8.0131, time 658.18ms, mfu 4.25%
iter 10800: loss 7.4679, time 656.30ms, mfu 4.25%
iter 10810: loss 7.3872, time 658.06ms, mfu 4.25%
iter 10820: loss 8.0174, time 656.37ms, mfu 4.26%
iter 10830: loss 7.0353, time 658.07ms, mfu 4.26%
iter 10840: loss 7.3855, time 656.97ms, mfu 4.26%
iter 10850: loss 7.7523, time 656.99ms, mfu 4.26%
iter 10860: loss 6.9384, time 659.13ms, mfu 4.26%
iter 10870: loss 7.4745, time 658.41ms, mfu 4.26%
iter 10880: loss 7.1908, time 657.69ms, mfu 4.26%
iter 10890: loss 7.4417, time 656.50ms, mfu 4.26%
iter 10900: loss 7.6274, time 657.51ms, mfu 4.26%
iter 10910: loss 7.5105, time 656.82ms, mfu 4.26%
iter 10920: loss 7.2342, time 657.50ms, mfu 4.26%
iter 10930: loss 7.4403, time 657.41ms, mfu 4.26%
iter 10940: loss 7.6817, time 657.76ms, mfu 4.26%
iter 10950: loss 7.3571, time 655.80ms, mfu 4.27%
iter 10960: loss 7.1417, time 656.29ms, mfu 4.27%
iter 10970: loss 7.2000, time 656.38ms, mfu 4.27%
iter 10980: loss 7.4459, time 657.62ms, mfu 4.27%
iter 10990: loss 7.2971, time 657.16ms, mfu 4.27%
step 11000: train loss 7.5624, val loss 7.5616
saving checkpoint to out
iter 11000: loss 7.6317, time 17614.03ms, mfu 3.86%
iter 11010: loss 7.5897, time 654.06ms, mfu 3.90%
iter 11020: loss 7.5597, time 653.60ms, mfu 3.94%
iter 11030: loss 7.2415, time 654.88ms, mfu 3.97%
iter 11040: loss 7.4022, time 656.87ms, mfu 4.00%
iter 11050: loss 7.6927, time 653.69ms, mfu 4.03%
iter 11060: loss 7.4540, time 654.58ms, mfu 4.06%
iter 11070: loss 7.2471, time 655.98ms, mfu 4.08%
iter 11080: loss 7.6838, time 658.05ms, mfu 4.10%
iter 11090: loss 8.0355, time 658.13ms, mfu 4.11%
iter 11100: loss 7.7798, time 658.16ms, mfu 4.13%
iter 11110: loss 7.1550, time 658.40ms, mfu 4.14%
iter 11120: loss 7.1876, time 656.48ms, mfu 4.16%
iter 11130: loss 7.4942, time 656.54ms, mfu 4.17%
iter 11140: loss 7.7053, time 657.61ms, mfu 4.18%
iter 11150: loss 7.7150, time 656.11ms, mfu 4.19%
iter 11160: loss 7.3541, time 657.27ms, mfu 4.19%
iter 11170: loss 7.5718, time 657.09ms, mfu 4.20%
iter 11180: loss 7.4715, time 655.60ms, mfu 4.21%
iter 11190: loss 7.6573, time 658.22ms, mfu 4.22%
iter 11200: loss 7.7386, time 656.92ms, mfu 4.22%
iter 11210: loss 7.9639, time 658.12ms, mfu 4.23%
iter 11220: loss 7.5424, time 657.10ms, mfu 4.23%
iter 11230: loss 7.7697, time 658.54ms, mfu 4.23%
iter 11240: loss 6.9623, time 656.69ms, mfu 4.24%
iter 11250: loss 7.5036, time 657.39ms, mfu 4.24%
iter 11260: loss 8.5640, time 655.04ms, mfu 4.24%
iter 11270: loss 7.3591, time 656.33ms, mfu 4.25%
iter 11280: loss 7.8479, time 655.85ms, mfu 4.25%
iter 11290: loss 7.4345, time 655.47ms, mfu 4.25%
iter 11300: loss 7.6958, time 658.04ms, mfu 4.25%
iter 11310: loss 7.7334, time 656.79ms, mfu 4.26%
iter 11320: loss 7.3217, time 655.29ms, mfu 4.26%
iter 11330: loss 7.3087, time 657.65ms, mfu 4.26%
iter 11340: loss 8.3402, time 656.07ms, mfu 4.26%
iter 11350: loss 7.6479, time 657.84ms, mfu 4.26%
iter 11360: loss 6.5355, time 656.12ms, mfu 4.26%
iter 11370: loss 7.3026, time 654.42ms, mfu 4.27%
iter 11380: loss 7.7721, time 656.07ms, mfu 4.27%
iter 11390: loss 7.6936, time 655.84ms, mfu 4.27%
iter 11400: loss 7.2266, time 657.37ms, mfu 4.27%
iter 11410: loss 7.4258, time 659.08ms, mfu 4.27%
iter 11420: loss 7.8087, time 656.88ms, mfu 4.27%
iter 11430: loss 7.7688, time 655.84ms, mfu 4.27%
iter 11440: loss 8.1704, time 657.42ms, mfu 4.27%
iter 11450: loss 7.8099, time 657.21ms, mfu 4.27%
iter 11460: loss 8.5502, time 656.54ms, mfu 4.27%
iter 11470: loss 8.0378, time 656.30ms, mfu 4.27%
iter 11480: loss 7.8812, time 655.93ms, mfu 4.27%
iter 11490: loss 7.5539, time 656.68ms, mfu 4.27%
step 11500: train loss 7.5269, val loss 7.5585
saving checkpoint to out
iter 11500: loss 8.3150, time 17476.08ms, mfu 3.86%
iter 11510: loss 7.7653, time 655.35ms, mfu 3.90%
iter 11520: loss 7.4218, time 655.48ms, mfu 3.94%
iter 11530: loss 7.5843, time 656.81ms, mfu 3.97%
iter 11540: loss 7.4954, time 655.27ms, mfu 4.00%
iter 11550: loss 7.4335, time 655.68ms, mfu 4.03%
iter 11560: loss 8.0013, time 656.22ms, mfu 4.06%
iter 11570: loss 7.5117, time 657.44ms, mfu 4.08%
iter 11580: loss 6.8009, time 655.29ms, mfu 4.10%
iter 11590: loss 7.5751, time 657.68ms, mfu 4.11%
iter 11600: loss 7.3810, time 657.29ms, mfu 4.13%
iter 11610: loss 7.8920, time 658.29ms, mfu 4.14%
iter 11620: loss 7.2087, time 658.90ms, mfu 4.15%
iter 11630: loss 7.6523, time 658.30ms, mfu 4.16%
iter 11640: loss 7.4358, time 656.08ms, mfu 4.18%
iter 11650: loss 7.5421, time 656.32ms, mfu 4.19%
iter 11660: loss 7.1497, time 657.45ms, mfu 4.19%
iter 11670: loss 7.1722, time 659.05ms, mfu 4.20%
iter 11680: loss 7.8121, time 655.35ms, mfu 4.21%
iter 11690: loss 7.6917, time 655.33ms, mfu 4.22%
iter 11700: loss 8.3194, time 655.04ms, mfu 4.22%
iter 11710: loss 7.7350, time 657.77ms, mfu 4.23%
iter 11720: loss 7.2923, time 657.99ms, mfu 4.23%
iter 11730: loss 7.9865, time 655.92ms, mfu 4.23%
iter 11740: loss 7.1289, time 656.10ms, mfu 4.24%
iter 11750: loss 7.3840, time 656.87ms, mfu 4.24%
iter 11760: loss 7.9460, time 656.55ms, mfu 4.25%
iter 11770: loss 7.8893, time 658.06ms, mfu 4.25%
iter 11780: loss 7.4496, time 656.88ms, mfu 4.25%
iter 11790: loss 7.4128, time 656.78ms, mfu 4.25%
iter 11800: loss 7.2138, time 655.86ms, mfu 4.25%
iter 11810: loss 7.2836, time 656.36ms, mfu 4.26%
iter 11820: loss 7.7245, time 658.80ms, mfu 4.26%
iter 11830: loss 7.5066, time 656.14ms, mfu 4.26%
iter 11840: loss 7.4842, time 658.11ms, mfu 4.26%
iter 11850: loss 7.4066, time 655.41ms, mfu 4.26%
iter 11860: loss 7.1481, time 660.12ms, mfu 4.26%
iter 11870: loss 6.9116, time 656.11ms, mfu 4.26%
iter 11880: loss 8.3994, time 655.73ms, mfu 4.26%
iter 11890: loss 7.2143, time 658.51ms, mfu 4.26%
iter 11900: loss 7.6611, time 658.74ms, mfu 4.26%
iter 11910: loss 8.6632, time 657.63ms, mfu 4.26%
iter 11920: loss 7.2264, time 657.06ms, mfu 4.26%
iter 11930: loss 7.5477, time 658.01ms, mfu 4.26%
iter 11940: loss 7.3154, time 657.38ms, mfu 4.26%
iter 11950: loss 6.9822, time 656.42ms, mfu 4.26%
iter 11960: loss 7.7213, time 655.86ms, mfu 4.27%
iter 11970: loss 7.2702, time 655.33ms, mfu 4.27%
iter 11980: loss 8.2744, time 657.87ms, mfu 4.27%
iter 11990: loss 7.4483, time 656.05ms, mfu 4.27%
step 12000: train loss 7.5562, val loss 7.5655
saving checkpoint to out
iter 12000: loss 6.8954, time 17754.66ms, mfu 3.86%
iter 12010: loss 7.0789, time 654.58ms, mfu 3.90%
iter 12020: loss 7.5536, time 652.34ms, mfu 3.94%
iter 12030: loss 7.3089, time 653.10ms, mfu 3.98%
iter 12040: loss 7.7285, time 654.39ms, mfu 4.01%
iter 12050: loss 8.1567, time 656.85ms, mfu 4.03%
iter 12060: loss 7.9460, time 658.28ms, mfu 4.06%
iter 12070: loss 7.4289, time 656.17ms, mfu 4.08%
iter 12080: loss 7.6853, time 655.53ms, mfu 4.10%
iter 12090: loss 7.5540, time 656.95ms, mfu 4.12%
iter 12100: loss 7.5118, time 656.67ms, mfu 4.13%
iter 12110: loss 6.8396, time 656.10ms, mfu 4.15%
iter 12120: loss 7.1213, time 658.55ms, mfu 4.16%
iter 12130: loss 8.0401, time 657.65ms, mfu 4.17%
iter 12140: loss 7.4080, time 657.97ms, mfu 4.18%
iter 12150: loss 7.5089, time 655.89ms, mfu 4.19%
iter 12160: loss 7.4050, time 656.75ms, mfu 4.20%
iter 12170: loss 7.4720, time 655.86ms, mfu 4.20%
iter 12180: loss 7.4730, time 654.14ms, mfu 4.21%
iter 12190: loss 7.4628, time 654.66ms, mfu 4.22%
iter 12200: loss 7.3505, time 656.50ms, mfu 4.23%
iter 12210: loss 7.4764, time 3296.05ms, mfu 3.89%
iter 12220: loss 7.4761, time 654.35ms, mfu 3.93%
iter 12230: loss 7.7155, time 657.17ms, mfu 3.96%
iter 12240: loss 7.7914, time 657.36ms, mfu 3.99%
iter 12250: loss 7.1379, time 656.45ms, mfu 4.02%
iter 12260: loss 7.5175, time 655.40ms, mfu 4.05%
iter 12270: loss 7.5350, time 655.40ms, mfu 4.07%
iter 12280: loss 7.3948, time 656.46ms, mfu 4.09%
iter 12290: loss 8.0982, time 658.05ms, mfu 4.11%
iter 12300: loss 7.2950, time 658.14ms, mfu 4.12%
iter 12310: loss 7.7324, time 656.13ms, mfu 4.14%
iter 12320: loss 7.1819, time 657.59ms, mfu 4.15%
iter 12330: loss 7.5788, time 657.59ms, mfu 4.16%
iter 12340: loss 7.4651, time 655.94ms, mfu 4.17%
iter 12350: loss 7.2741, time 658.80ms, mfu 4.18%
iter 12360: loss 7.1976, time 657.39ms, mfu 4.19%
iter 12370: loss 7.4833, time 656.93ms, mfu 4.20%
iter 12380: loss 7.4485, time 657.64ms, mfu 4.21%
iter 12390: loss 7.4240, time 657.74ms, mfu 4.21%
iter 12400: loss 7.7845, time 655.66ms, mfu 4.22%
iter 12410: loss 7.8525, time 655.36ms, mfu 4.22%
iter 12420: loss 7.7876, time 658.24ms, mfu 4.23%
iter 12430: loss 7.6045, time 657.86ms, mfu 4.23%
iter 12440: loss 7.0446, time 655.45ms, mfu 4.24%
iter 12450: loss 7.0720, time 659.05ms, mfu 4.24%
iter 12460: loss 7.3722, time 657.45ms, mfu 4.24%
iter 12470: loss 7.4617, time 655.03ms, mfu 4.25%
iter 12480: loss 7.6906, time 656.69ms, mfu 4.25%
iter 12490: loss 7.5436, time 655.20ms, mfu 4.25%
step 12500: train loss 7.5102, val loss 7.5631
saving checkpoint to out
iter 12500: loss 7.5874, time 17534.98ms, mfu 3.84%
iter 12510: loss 6.9776, time 652.83ms, mfu 3.89%
iter 12520: loss 7.5934, time 652.40ms, mfu 3.93%
iter 12530: loss 7.3813, time 654.62ms, mfu 3.96%
iter 12540: loss 7.7345, time 654.77ms, mfu 4.00%
iter 12550: loss 7.2003, time 655.94ms, mfu 4.02%
iter 12560: loss 7.6397, time 655.44ms, mfu 4.05%
iter 12570: loss 7.3141, time 655.72ms, mfu 4.07%
iter 12580: loss 7.9727, time 657.40ms, mfu 4.09%
iter 12590: loss 7.5411, time 657.68ms, mfu 4.11%
iter 12600: loss 7.3129, time 658.05ms, mfu 4.13%
iter 12610: loss 7.6486, time 657.50ms, mfu 4.14%
iter 12620: loss 7.6988, time 657.47ms, mfu 4.15%
iter 12630: loss 7.3930, time 657.38ms, mfu 4.16%
iter 12640: loss 8.8193, time 656.81ms, mfu 4.17%
iter 12650: loss 7.6840, time 658.00ms, mfu 4.18%
iter 12660: loss 7.4467, time 656.86ms, mfu 4.19%
iter 12670: loss 7.4255, time 659.76ms, mfu 4.20%
iter 12680: loss 7.4600, time 656.38ms, mfu 4.21%
iter 12690: loss 7.3892, time 655.61ms, mfu 4.21%
iter 12700: loss 8.0489, time 654.76ms, mfu 4.22%
iter 12710: loss 7.4997, time 656.05ms, mfu 4.23%
iter 12720: loss 7.4488, time 656.89ms, mfu 4.23%
iter 12730: loss 6.9825, time 654.39ms, mfu 4.24%
iter 12740: loss 7.6625, time 654.89ms, mfu 4.24%
iter 12750: loss 7.5764, time 658.29ms, mfu 4.24%
iter 12760: loss 7.2905, time 656.34ms, mfu 4.25%
iter 12770: loss 7.3372, time 654.96ms, mfu 4.25%
iter 12780: loss 7.8184, time 655.84ms, mfu 4.25%
iter 12790: loss 7.1959, time 655.56ms, mfu 4.26%
iter 12800: loss 7.1177, time 656.92ms, mfu 4.26%
iter 12810: loss 7.6290, time 657.04ms, mfu 4.26%
iter 12820: loss 7.3662, time 657.61ms, mfu 4.26%
iter 12830: loss 7.4678, time 655.89ms, mfu 4.26%
iter 12840: loss 8.6109, time 658.48ms, mfu 4.26%
iter 12850: loss 7.1343, time 655.61ms, mfu 4.26%
iter 12860: loss 6.9510, time 656.89ms, mfu 4.26%
iter 12870: loss 7.3720, time 656.91ms, mfu 4.26%
iter 12880: loss 7.5169, time 656.57ms, mfu 4.26%
iter 12890: loss 7.5309, time 657.83ms, mfu 4.26%
iter 12900: loss 6.8254, time 656.18ms, mfu 4.27%
iter 12910: loss 7.5610, time 655.20ms, mfu 4.27%
iter 12920: loss 7.2098, time 658.40ms, mfu 4.27%
iter 12930: loss 7.4423, time 658.53ms, mfu 4.27%
iter 12940: loss 7.4455, time 658.63ms, mfu 4.27%
iter 12950: loss 7.2739, time 657.42ms, mfu 4.27%
iter 12960: loss 7.2901, time 657.27ms, mfu 4.27%
iter 12970: loss 7.3855, time 655.56ms, mfu 4.27%
iter 12980: loss 7.0667, time 657.66ms, mfu 4.27%
iter 12990: loss 7.8723, time 657.20ms, mfu 4.27%
step 13000: train loss 7.5290, val loss 7.5213
saving checkpoint to out
iter 13000: loss 7.7160, time 17599.48ms, mfu 3.86%
iter 13010: loss 7.8644, time 654.30ms, mfu 3.90%
iter 13020: loss 7.9386, time 651.57ms, mfu 3.94%
iter 13030: loss 7.2207, time 652.55ms, mfu 3.98%
iter 13040: loss 7.5302, time 654.35ms, mfu 4.01%
iter 13050: loss 7.4292, time 652.79ms, mfu 4.04%
iter 13060: loss 7.3464, time 653.27ms, mfu 4.06%
iter 13070: loss 7.5210, time 655.76ms, mfu 4.08%
iter 13080: loss 7.3649, time 656.89ms, mfu 4.10%
iter 13090: loss 7.1230, time 655.38ms, mfu 4.12%
iter 13100: loss 7.4723, time 657.58ms, mfu 4.13%
iter 13110: loss 8.4675, time 653.55ms, mfu 4.15%
iter 13120: loss 7.9961, time 655.40ms, mfu 4.16%
iter 13130: loss 7.1563, time 657.86ms, mfu 4.17%
iter 13140: loss 7.3283, time 655.93ms, mfu 4.18%
iter 13150: loss 7.4519, time 654.81ms, mfu 4.19%
iter 13160: loss 7.3382, time 656.38ms, mfu 4.20%
iter 13170: loss 7.4517, time 656.70ms, mfu 4.21%
iter 13180: loss 7.7516, time 655.32ms, mfu 4.22%
iter 13190: loss 7.5259, time 656.29ms, mfu 4.22%
iter 13200: loss 7.3248, time 657.22ms, mfu 4.23%
iter 13210: loss 7.3760, time 657.67ms, mfu 4.23%
iter 13220: loss 7.7877, time 657.01ms, mfu 4.23%
iter 13230: loss 7.3908, time 655.18ms, mfu 4.24%
iter 13240: loss 7.4005, time 656.93ms, mfu 4.24%
iter 13250: loss 7.4430, time 658.34ms, mfu 4.24%
iter 13260: loss 7.4054, time 656.40ms, mfu 4.25%
iter 13270: loss 7.4372, time 657.74ms, mfu 4.25%
iter 13280: loss 7.9859, time 655.49ms, mfu 4.25%
iter 13290: loss 7.3650, time 654.80ms, mfu 4.26%
iter 13300: loss 8.3184, time 656.10ms, mfu 4.26%
iter 13310: loss 7.7806, time 658.13ms, mfu 4.26%
iter 13320: loss 6.9848, time 655.43ms, mfu 4.26%
iter 13330: loss 8.3022, time 656.68ms, mfu 4.26%
iter 13340: loss 7.3332, time 653.87ms, mfu 4.26%
iter 13350: loss 7.4486, time 658.21ms, mfu 4.26%
iter 13360: loss 7.3419, time 657.08ms, mfu 4.26%
iter 13370: loss 7.4357, time 657.89ms, mfu 4.26%
iter 13380: loss 7.1568, time 655.51ms, mfu 4.27%
iter 13390: loss 7.2967, time 656.01ms, mfu 4.27%
iter 13400: loss 7.5552, time 656.94ms, mfu 4.27%
iter 13410: loss 7.2770, time 655.15ms, mfu 4.27%
iter 13420: loss 7.4599, time 655.90ms, mfu 4.27%
iter 13430: loss 7.4836, time 655.80ms, mfu 4.27%
iter 13440: loss 7.4400, time 656.80ms, mfu 4.27%
iter 13450: loss 8.0624, time 656.87ms, mfu 4.27%
iter 13460: loss 7.3925, time 652.83ms, mfu 4.27%
iter 13470: loss 7.3130, time 658.10ms, mfu 4.27%
iter 13480: loss 7.5747, time 655.90ms, mfu 4.27%
iter 13490: loss 8.2988, time 656.50ms, mfu 4.27%
step 13500: train loss 7.5136, val loss 7.5065
saving checkpoint to out
iter 13500: loss 7.7937, time 17524.13ms, mfu 3.86%
iter 13510: loss 7.3616, time 653.55ms, mfu 3.90%
iter 13520: loss 7.8901, time 652.87ms, mfu 3.94%
iter 13530: loss 7.4898, time 654.05ms, mfu 3.98%
iter 13540: loss 8.0079, time 653.22ms, mfu 4.01%
iter 13550: loss 7.3948, time 653.72ms, mfu 4.04%
iter 13560: loss 7.4002, time 652.15ms, mfu 4.06%
iter 13570: loss 7.6374, time 656.43ms, mfu 4.09%
iter 13580: loss 7.0989, time 654.03ms, mfu 4.11%
iter 13590: loss 7.0765, time 656.08ms, mfu 4.12%
iter 13600: loss 7.2550, time 653.79ms, mfu 4.14%
iter 13610: loss 7.3285, time 657.38ms, mfu 4.15%
iter 13620: loss 7.5260, time 657.38ms, mfu 4.16%
iter 13630: loss 7.2409, time 656.35ms, mfu 4.17%
iter 13640: loss 7.2580, time 656.94ms, mfu 4.18%
iter 13650: loss 8.8441, time 657.89ms, mfu 4.19%
iter 13660: loss 7.3194, time 657.75ms, mfu 4.20%
iter 13670: loss 7.7081, time 655.55ms, mfu 4.21%
iter 13680: loss 7.2372, time 653.80ms, mfu 4.22%
iter 13690: loss 7.6501, time 656.49ms, mfu 4.22%
iter 13700: loss 7.6993, time 657.87ms, mfu 4.23%
iter 13710: loss 7.5853, time 655.14ms, mfu 4.23%
iter 13720: loss 7.4004, time 657.10ms, mfu 4.24%
iter 13730: loss 7.3511, time 656.51ms, mfu 4.24%
iter 13740: loss 6.9827, time 655.14ms, mfu 4.24%
iter 13750: loss 7.1077, time 656.15ms, mfu 4.25%
iter 13760: loss 8.3876, time 657.28ms, mfu 4.25%
iter 13770: loss 7.1294, time 655.76ms, mfu 4.25%
iter 13780: loss 7.3337, time 653.57ms, mfu 4.26%
iter 13790: loss 7.6390, time 655.52ms, mfu 4.26%
iter 13800: loss 7.6600, time 656.77ms, mfu 4.26%
iter 13810: loss 7.7407, time 656.49ms, mfu 4.26%
iter 13820: loss 6.9775, time 657.79ms, mfu 4.26%
iter 13830: loss 7.2123, time 655.87ms, mfu 4.26%
iter 13840: loss 7.3058, time 654.30ms, mfu 4.27%
iter 13850: loss 7.6263, time 655.72ms, mfu 4.27%
iter 13860: loss 7.6028, time 657.62ms, mfu 4.27%
iter 13870: loss 7.5641, time 657.34ms, mfu 4.27%
iter 13880: loss 7.7532, time 654.55ms, mfu 4.27%
iter 13890: loss 7.3487, time 655.00ms, mfu 4.27%
iter 13900: loss 7.3847, time 656.02ms, mfu 4.27%
iter 13910: loss 7.5289, time 656.09ms, mfu 4.27%
iter 13920: loss 7.1466, time 656.78ms, mfu 4.27%
iter 13930: loss 7.4909, time 655.39ms, mfu 4.27%
iter 13940: loss 7.5974, time 654.96ms, mfu 4.27%
iter 13950: loss 7.7498, time 655.93ms, mfu 4.27%
iter 13960: loss 7.1254, time 657.91ms, mfu 4.27%
iter 13970: loss 7.1241, time 655.30ms, mfu 4.27%
iter 13980: loss 7.5633, time 657.60ms, mfu 4.27%
iter 13990: loss 7.9193, time 653.76ms, mfu 4.27%
step 14000: train loss 7.4938, val loss 7.4955
saving checkpoint to out
iter 14000: loss 7.0715, time 17494.58ms, mfu 3.86%
iter 14010: loss 7.0533, time 652.79ms, mfu 3.91%
iter 14020: loss 7.7298, time 651.70ms, mfu 3.95%
iter 14030: loss 7.9728, time 655.11ms, mfu 3.98%
iter 14040: loss 7.0261, time 653.40ms, mfu 4.01%
iter 14050: loss 7.6188, time 653.75ms, mfu 4.04%
iter 14060: loss 7.3626, time 654.62ms, mfu 4.06%
iter 14070: loss 7.1797, time 654.19ms, mfu 4.09%
iter 14080: loss 7.3451, time 655.33ms, mfu 4.11%
iter 14090: loss 7.6583, time 657.48ms, mfu 4.12%
iter 14100: loss 7.7732, time 654.85ms, mfu 4.14%
iter 14110: loss 7.3824, time 656.11ms, mfu 4.15%
iter 14120: loss 7.4880, time 656.89ms, mfu 4.16%
iter 14130: loss 7.4514, time 654.77ms, mfu 4.18%
iter 14140: loss 7.4357, time 655.17ms, mfu 4.19%
iter 14150: loss 7.2507, time 654.67ms, mfu 4.20%
iter 14160: loss 7.3477, time 657.76ms, mfu 4.20%
iter 14170: loss 7.4030, time 656.94ms, mfu 4.21%
iter 14180: loss 7.9310, time 657.06ms, mfu 4.22%
iter 14190: loss 7.1564, time 656.45ms, mfu 4.22%
iter 14200: loss 8.0541, time 655.58ms, mfu 4.23%
iter 14210: loss 6.6535, time 657.28ms, mfu 4.23%
iter 14220: loss 7.7533, time 658.13ms, mfu 4.23%
iter 14230: loss 7.5614, time 655.30ms, mfu 4.24%
iter 14240: loss 7.3421, time 657.76ms, mfu 4.24%
iter 14250: loss 7.5466, time 658.73ms, mfu 4.24%
iter 14260: loss 7.3643, time 656.56ms, mfu 4.25%
iter 14270: loss 7.5450, time 657.08ms, mfu 4.25%
iter 14280: loss 7.5082, time 657.00ms, mfu 4.25%
iter 14290: loss 7.3925, time 655.00ms, mfu 4.25%
iter 14300: loss 7.4390, time 658.45ms, mfu 4.25%
iter 14310: loss 7.3723, time 655.41ms, mfu 4.26%
iter 14320: loss 7.5739, time 655.45ms, mfu 4.26%
iter 14330: loss 7.7779, time 656.06ms, mfu 4.26%
iter 14340: loss 7.6329, time 656.92ms, mfu 4.26%
iter 14350: loss 7.8662, time 656.36ms, mfu 4.26%
iter 14360: loss 7.3220, time 658.72ms, mfu 4.26%
iter 14370: loss 7.4601, time 657.75ms, mfu 4.26%
iter 14380: loss 7.4795, time 656.40ms, mfu 4.26%
iter 14390: loss 8.3218, time 658.28ms, mfu 4.26%
iter 14400: loss 7.6724, time 658.91ms, mfu 4.26%
iter 14410: loss 7.5660, time 654.19ms, mfu 4.27%
iter 14420: loss 7.3835, time 657.89ms, mfu 4.27%
iter 14430: loss 7.8286, time 657.56ms, mfu 4.27%
iter 14440: loss 8.1746, time 657.07ms, mfu 4.27%
iter 14450: loss 7.5150, time 658.73ms, mfu 4.27%
iter 14460: loss 7.6367, time 656.09ms, mfu 4.27%
iter 14470: loss 7.0979, time 2712.50ms, mfu 3.94%
iter 14480: loss 7.6766, time 657.36ms, mfu 3.98%
iter 14490: loss 7.0644, time 656.10ms, mfu 4.01%
step 14500: train loss 7.5389, val loss 7.5424
saving checkpoint to out
iter 14500: loss 7.7193, time 17491.00ms, mfu 3.62%
iter 14510: loss 7.5839, time 653.16ms, mfu 3.69%
iter 14520: loss 7.5768, time 653.42ms, mfu 3.75%
iter 14530: loss 8.3503, time 653.43ms, mfu 3.80%
iter 14540: loss 7.5195, time 657.48ms, mfu 3.85%
iter 14550: loss 7.6899, time 654.88ms, mfu 3.89%
iter 14560: loss 7.7862, time 656.67ms, mfu 3.93%
iter 14570: loss 7.4282, time 658.06ms, mfu 3.96%
iter 14580: loss 7.5156, time 658.89ms, mfu 3.99%
iter 14590: loss 7.6920, time 656.59ms, mfu 4.02%
iter 14600: loss 7.7854, time 657.53ms, mfu 4.05%
