2023-09-15 13:06:06 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fdd4ff98490>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:06:22 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ff8b03ba370>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:08:01 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f27386002b0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:08:33 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ff8b03ba640>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:09:41 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4320098550>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:10:28 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fdd4ff66d90>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:11:56 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f43200fe490>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:12:39 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fdd4ff66d00>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:12:56 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ff8b03bae20>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:14:07 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f43200fe820>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:14:50 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fdd4ff66880>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:15:07 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ff8b02bc0a0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:17:18 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ff8b02bcbe0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:18:29 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f43200fe790>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:20:41 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f43200feb50>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:22:52 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4320054070>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:23:31 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb99e7bff10>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:24:59 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb5f4f00ee0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:25:42 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb99e7bfbe0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:26:59 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f761c70a280>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:27:10 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb5f4f009a0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:27:53 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb99e7f0fa0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:29:10 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f761cfda190>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:29:21 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb5f4f009d0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:31:22 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f761cfff700>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:32:15 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb99e7f0340>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:33:43 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb5fc010dc0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:33:45 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f497c557cd0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:34:26 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb99e7f0f70>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:35:44 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f761c645940>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:35:54 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb5fc010bb0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:35:56 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f497c557e80>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:36:37 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb99e7f01c0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:37:55 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f761c645640>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:38:05 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fb5fc010580>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:38:07 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f497c532fa0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:40:06 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f761c645100>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:42:29 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f497c532670>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:44:40 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f497c3cd0a0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:46:55 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f497c3cd1f0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:47:22 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1398684bb0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:49:33 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1398712f10>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:51:44 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f13a905e7c0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:56:06 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f13a905e640>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 13:58:17 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1399f58910>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-15 14:00:28 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f1398684850>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-17 06:43:41 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8c541e5ee0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-17 06:45:52 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8c5446e9d0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-17 06:48:03 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8c5446ef40>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-17 06:52:44 WARNING Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8c54372bb0>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-17 06:54:59 WARNING Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8c541e5c10>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
2023-09-17 06:57:10 WARNING Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f8c541e5070>: Failed to establish a new connection: [Errno 110] Connection timed out')': /api/4504800232407040/envelope/
